work_id,district_lgd,constituency_code,work_title,work_description,category,sanctioned_amount,released_amount,expenditure,recommended_date,sanction_date,completion_date,status,physical_progress_pct,has_uc,agency_name,location_name,latitude,longitude,is_scsp,is_tsp,payment_history
ESK-2820,DIST_102,201,Work 1821: HEALTH Project at Location 1820,Synthetic work description for demo data import,HEALTH,943674,943675,943674,2024-01-02,2024-02-01,2025-11-26,COMPLETED,100,false,Irrigation & Flood Control Dept,Location 1820,28.598670,77.236982,false,false,MOBILISATION_ADVANCE:2024-02-26:141551|RUNNING_BILL:2024-05-31:220191|RUNNING_BILL:2024-08-27:220191|RUNNING_BILL:2024-10-22:220191|FINAL_BILL:2025-01-05:94367|RETENTION_RELEASE:2025-07-04:47184
ESK-2821,DIST_102,202,Work 1822: HEALTH Project at Location 1821,Synthetic work description for demo data import,HEALTH,1950568,1425865,1057785,2024-08-04,2024-09-20,,IN_PROGRESS,83,false,Public Works Department (PWD),Location 1821,28.507275,77.254425,false,false,MOBILISATION_ADVANCE:2024-10-07:292585|RUNNING_BILL:2025-01-15:566640|RUNNING_BILL:2025-03-17:566640
ESK-2822,DIST_101,201,Work 1823: ROADS_BRIDGES Project at Location 1822,Synthetic work description for demo data import,ROADS_BRIDGES,840913,840913,840913,2024-08-16,2024-10-01,2025-04-02,COMPLETED,100,true,Public Works Department (PWD),Location 1822,28.727210,77.347199,false,false,MOBILISATION_ADVANCE:2024-11-06:126137|RUNNING_BILL:2025-02-25:196213|RUNNING_BILL:2025-04-20:196213|RUNNING_BILL:2025-06-20:196213|FINAL_BILL:2025-09-03:84091|RETENTION_RELEASE:2026-03-02:42046
ESK-2823,DIST_102,202,Work 1824: EDUCATION Project at Location 1823,Synthetic work description for demo data import,EDUCATION,533574,506896,533574,2025-04-11,2025-05-04,2026-09-05,COMPLETED,100,true,Public Works Department (PWD),Location 1823,28.567761,77.304190,false,false,MOBILISATION_ADVANCE:2025-06-06:80036|RUNNING_BILL:2025-09-26:124501|RUNNING_BILL:2025-11-11:124501|RUNNING_BILL:2025-12-30:124501|FINAL_BILL:2026-03-15:53357
ESK-2824,DIST_103,204,Work 1825: SANITATION Project at Location 1824,Synthetic work description for demo data import,SANITATION,1594197,1594198,1594197,2024-11-27,2024-12-24,2026-08-02,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 1824,28.730945,77.324875,false,false,MOBILISATION_ADVANCE:2025-01-13:239130|RUNNING_BILL:2025-05-17:557969|RUNNING_BILL:2025-08-11:557969|FINAL_BILL:2025-10-25:159420|RETENTION_RELEASE:2026-04-23:79710
ESK-2825,DIST_101,202,Work 1826: ROADS_BRIDGES Project at Location 1825,Synthetic work description for demo data import,ROADS_BRIDGES,2694550,0,2694550,2023-07-27,2023-08-13,2025-01-04,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 1825,28.678496,77.399874,false,false,
ESK-2826,DIST_102,202,Work 1827: OTHER Project at Location 1826,Synthetic work description for demo data import,OTHER,1634118,1634118,1634118,2023-02-13,2023-03-13,2023-12-12,COMPLETED,100,true,Municipal Corporation,Location 1826,28.677008,77.379438,false,false,MOBILISATION_ADVANCE:2023-04-03:245118|RUNNING_BILL:2023-07-03:571941|RUNNING_BILL:2023-08-20:571941|FINAL_BILL:2023-11-03:163412|RETENTION_RELEASE:2024-05-01:81706
ESK-2827,DIST_104,201,Work 1828: DRINKING_WATER Project at Location 1827,Synthetic work description for demo data import,DRINKING_WATER,1963798,1865610,1963798,2025-06-11,2025-07-14,2026-09-05,COMPLETED,100,false,Municipal Corporation,Location 1827,28.705676,77.228396,false,false,MOBILISATION_ADVANCE:2025-08-02:294570|RUNNING_BILL:2025-11-28:458220|RUNNING_BILL:2026-02-13:458220|RUNNING_BILL:2026-05-01:458220|FINAL_BILL:2026-07-15:196380
ESK-2828,DIST_101,201,Work 1829: EDUCATION Project at Location 1828,Synthetic work description for demo data import,EDUCATION,344171,0,0,2023-09-08,2023-09-19,,NOT_STARTED,0,false,Public Works Department (PWD),Location 1828,28.567534,77.220329,false,true,
ESK-2829,DIST_102,203,Work 1830: HEALTH Project at Location 1829,Synthetic work description for demo data import,HEALTH,4414647,2794471,1432470,2022-07-29,2022-08-27,,IN_PROGRESS,69,false,Public Works Department (PWD),Location 1829,28.730719,77.177839,false,false,MOBILISATION_ADVANCE:2022-09-28:662197|RUNNING_BILL:2022-12-15:1066137|RUNNING_BILL:2023-03-10:1066137
ESK-2830,DIST_104,204,Work 1831: SANITATION Project at Location 1830,Synthetic work description for demo data import,SANITATION,1565122,399106,1228721,2023-03-21,2023-04-23,,IN_PROGRESS,15,false,Municipal Corporation,Location 1830,28.607654,77.351827,false,false,MOBILISATION_ADVANCE:2023-06-04:234768|RUNNING_BILL:2023-09-05:82169|RUNNING_BILL:2023-10-29:82169
ESK-2831,DIST_104,201,Work 1832: ROADS_BRIDGES Project at Location 1831,Synthetic work description for demo data import,ROADS_BRIDGES,2707293,406094,0,2023-11-28,2024-01-07,,NOT_STARTED,0,false,Rural Development Agency (DRDA),Location 1831,28.608131,77.171237,false,false,MOBILISATION_ADVANCE:2024-02-03:406094|RUNNING_BILL:2024-05-21:0|RUNNING_BILL:2024-08-19:0
ESK-2832,DIST_102,204,Work 1833: HEALTH Project at Location 1832,Synthetic work description for demo data import,HEALTH,1617598,0,0,2024-05-25,2024-07-10,,CANCELLED,0,false,Public Works Department (PWD),Location 1832,28.530708,77.343532,false,false,
ESK-2833,DIST_102,203,Work 1834: SANITATION Project at Location 1833,Synthetic work description for demo data import,SANITATION,2278029,2278028,2278029,2023-06-01,2023-06-19,2025-03-27,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 1833,28.544395,77.263969,true,false,MOBILISATION_ADVANCE:2023-07-27:341704|RUNNING_BILL:2023-10-23:797310|RUNNING_BILL:2024-01-17:797310|FINAL_BILL:2024-04-01:227803|RETENTION_RELEASE:2024-09-28:113901
ESK-2834,DIST_103,204,Work 1835: HEALTH Project at Location 1834,Synthetic work description for demo data import,HEALTH,293756,293756,293756,2024-08-26,2024-09-01,2025-05-15,COMPLETED,100,true,Municipal Corporation,Location 1834,28.723680,77.332613,false,false,MOBILISATION_ADVANCE:2024-09-25:44063|RUNNING_BILL:2025-01-25:68543|RUNNING_BILL:2025-04-22:68543|RUNNING_BILL:2025-07-15:68543|FINAL_BILL:2025-09-28:29376|RETENTION_RELEASE:2026-03-27:14688
ESK-2835,DIST_102,203,Work 1836: ROADS_BRIDGES Project at Location 1835,Synthetic work description for demo data import,ROADS_BRIDGES,896216,896217,896216,2023-09-11,2023-10-28,2024-04-09,COMPLETED,100,true,Public Works Department (PWD),Location 1835,28.605785,77.346560,false,false,MOBILISATION_ADVANCE:2023-11-14:134432|RUNNING_BILL:2024-02-27:313676|RUNNING_BILL:2024-05-22:313676|FINAL_BILL:2024-08-05:89622|RETENTION_RELEASE:2025-02-01:44811
ESK-2836,DIST_103,202,Work 1837: ROADS_BRIDGES Project at Location 1836,Synthetic work description for demo data import,ROADS_BRIDGES,4895032,1145438,2274099,2024-08-17,2024-09-29,,IN_PROGRESS,12,false,Municipal Corporation,Location 1836,28.516474,77.170138,false,false,MOBILISATION_ADVANCE:2024-10-10:734255|RUNNING_BILL:2025-01-16:137061|RUNNING_BILL:2025-03-25:137061|RUNNING_BILL:2025-05-13:137061
ESK-2837,DIST_101,202,Work 1838: SANITATION Project at Location 1837,Synthetic work description for demo data import,SANITATION,215819,0,0,2026-06-18,,,CANCELLED,0,false,Irrigation & Flood Control Dept,Location 1837,28.623547,77.309102,false,false,
ESK-2838,DIST_104,201,Work 1839: HEALTH Project at Location 1838,Synthetic work description for demo data import,HEALTH,1199853,179978,0,2025-05-14,2025-06-15,,ON_HOLD,89,false,Rural Development Agency (DRDA),Location 1838,28.582983,77.246079,false,false,MOBILISATION_ADVANCE:2025-07-14:179978
ESK-2839,DIST_103,203,Work 1840: HEALTH Project at Location 1839,Synthetic work description for demo data import,HEALTH,4847193,0,0,2026-07-23,,,CANCELLED,0,false,Public Works Department (PWD),Location 1839,28.511062,77.227694,false,false,
ESK-2840,DIST_102,202,Work 1841: ROADS_BRIDGES Project at Location 1840,Synthetic work description for demo data import,ROADS_BRIDGES,465766,465766,465766,2023-03-01,2023-04-19,2024-09-11,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 1840,28.561362,77.170895,false,false,MOBILISATION_ADVANCE:2023-05-05:69865|RUNNING_BILL:2023-08-26:163018|RUNNING_BILL:2023-11-21:163018|FINAL_BILL:2024-02-04:46577|RETENTION_RELEASE:2024-08-02:23288
ESK-2841,DIST_102,204,Work 1842: EDUCATION Project at Location 1841,Synthetic work description for demo data import,EDUCATION,2373063,355959,2373063,2023-12-08,2024-01-25,2024-12-31,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 1841,28.681594,77.391667,false,false,MOBILISATION_ADVANCE:2024-03-06:355959
ESK-2842,DIST_101,204,Work 1843: HEALTH Project at Location 1842,Synthetic work description for demo data import,HEALTH,872159,872160,872159,2024-08-27,2024-09-16,2026-01-11,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 1842,28.648687,77.247618,false,false,MOBILISATION_ADVANCE:2024-10-30:130824|RUNNING_BILL:2025-01-28:203504|RUNNING_BILL:2025-04-27:203504|RUNNING_BILL:2025-07-01:203504|FINAL_BILL:2025-09-14:87216|RETENTION_RELEASE:2026-03-13:43608
ESK-2843,DIST_104,202,Work 1844: EDUCATION Project at Location 1843,Synthetic work description for demo data import,EDUCATION,2377538,356631,2377538,2023-07-08,2023-08-24,2024-03-07,COMPLETED,100,false,Municipal Corporation,Location 1843,28.705161,77.372262,true,false,MOBILISATION_ADVANCE:2023-10-08:356631
ESK-2844,DIST_103,204,Work 1845: HEALTH Project at Location 1844,Synthetic work description for demo data import,HEALTH,2305129,345769,2305129,2026-02-22,2026-04-13,2026-09-05,COMPLETED,100,false,Municipal Corporation,Location 1844,28.514284,77.233706,false,false,MOBILISATION_ADVANCE:2026-05-02:345769
ESK-2845,DIST_104,202,Work 1846: EDUCATION Project at Location 1845,Synthetic work description for demo data import,EDUCATION,301746,301745,301746,2024-11-10,2024-12-15,2026-04-07,COMPLETED,100,true,Municipal Corporation,Location 1845,28.703862,77.226846,false,false,MOBILISATION_ADVANCE:2025-01-28:45262|RUNNING_BILL:2025-04-02:70407|RUNNING_BILL:2025-06-28:70407|RUNNING_BILL:2025-09-08:70407|FINAL_BILL:2025-11-22:30175|RETENTION_RELEASE:2026-05-21:15087
ESK-2846,DIST_101,204,Work 1847: DRINKING_WATER Project at Location 1846,Synthetic work description for demo data import,DRINKING_WATER,4714015,1037084,4120325,2023-06-17,2023-07-03,,IN_PROGRESS,10,false,Public Works Department (PWD),Location 1846,28.626452,77.339626,false,false,MOBILISATION_ADVANCE:2023-08-07:707102|RUNNING_BILL:2023-10-23:164991|RUNNING_BILL:2023-12-15:164991
ESK-2847,DIST_104,201,Work 1848: SANITATION Project at Location 1847,Synthetic work description for demo data import,SANITATION,1308408,649624,321619,2026-04-25,2026-05-04,,IN_PROGRESS,99,false,Rural Development Agency (DRDA),Location 1847,28.581010,77.368010,false,false,MOBILISATION_ADVANCE:2026-06-07:196261|RUNNING_BILL:2026-09-01:453363
ESK-2848,DIST_102,203,Work 1849: DRINKING_WATER Project at Location 1848,Synthetic work description for demo data import,DRINKING_WATER,1927923,1927923,1927923,2024-08-01,2024-09-13,2025-07-03,COMPLETED,100,true,Rural Development Agency (DRDA),Location 1848,28.524696,77.274316,false,false,MOBILISATION_ADVANCE:2024-09-29:289188|RUNNING_BILL:2025-01-16:449849|RUNNING_BILL:2025-04-08:449849|RUNNING_BILL:2025-07-05:449849|FINAL_BILL:2025-09-18:192792|RETENTION_RELEASE:2026-03-17:96396
ESK-2849,DIST_104,204,Work 1850: EDUCATION Project at Location 1849,Synthetic work description for demo data import,EDUCATION,3024374,453656,2823738,2025-11-09,2025-11-17,,IN_PROGRESS,74,false,Rural Development Agency (DRDA),Location 1849,28.679439,77.155352,false,false,MOBILISATION_ADVANCE:2025-12-16:453656
ESK-2850,DIST_104,201,Work 1851: HEALTH Project at Location 1850,Synthetic work description for demo data import,HEALTH,2227295,334094,2227295,2023-02-16,2023-03-09,2023-12-28,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 1850,28.601538,77.200634,true,false,MOBILISATION_ADVANCE:2023-04-22:334094
ESK-2851,DIST_101,201,Work 1852: HEALTH Project at Location 1851,Synthetic work description for demo data import,HEALTH,113293,113294,113293,2023-12-12,2023-12-19,2025-09-14,COMPLETED,100,true,Rural Development Agency (DRDA),Location 1851,28.555993,77.249298,false,false,MOBILISATION_ADVANCE:2024-01-19:16994|RUNNING_BILL:2024-04-12:39653|RUNNING_BILL:2024-06-02:39653|FINAL_BILL:2024-08-16:11329|RETENTION_RELEASE:2025-02-12:5665
ESK-2852,DIST_103,202,Work 1853: EDUCATION Project at Location 1852,Synthetic work description for demo data import,EDUCATION,2835538,683365,808372,2023-02-27,2023-04-18,,IN_PROGRESS,13,false,Rural Development Agency (DRDA),Location 1852,28.598588,77.246857,false,false,MOBILISATION_ADVANCE:2023-05-04:425331|RUNNING_BILL:2023-09-11:129017|RUNNING_BILL:2023-11-06:129017
ESK-2853,DIST_103,201,Work 1854: ROADS_BRIDGES Project at Location 1853,Synthetic work description for demo data import,ROADS_BRIDGES,566757,0,566757,2025-06-05,2025-07-19,2026-09-05,COMPLETED,100,false,Rural Development Agency (DRDA),Location 1853,28.506669,77.231236,true,false,
ESK-2854,DIST_103,201,Work 1855: SANITATION Project at Location 1854,Synthetic work description for demo data import,SANITATION,2809739,421461,0,2023-11-20,2024-01-09,,NOT_STARTED,0,false,Municipal Corporation,Location 1854,28.578256,77.247920,false,false,MOBILISATION_ADVANCE:2024-02-09:421461|RUNNING_BILL:2024-06-06:0|RUNNING_BILL:2024-09-02:0|RUNNING_BILL:2024-11-10:0
ESK-2855,DIST_101,203,Work 1856: OTHER Project at Location 1855,Synthetic work description for demo data import,OTHER,2087594,2087593,2087594,2024-08-01,2024-09-02,2025-11-18,COMPLETED,100,true,Municipal Corporation,Location 1855,28.711762,77.324648,false,false,MOBILISATION_ADVANCE:2024-10-11:313139|RUNNING_BILL:2025-01-15:487105|RUNNING_BILL:2025-03-18:487105|RUNNING_BILL:2025-06-10:487105|FINAL_BILL:2025-08-24:208759|RETENTION_RELEASE:2026-02-20:104380
ESK-2856,DIST_103,202,Work 1857: OTHER Project at Location 1856,Synthetic work description for demo data import,OTHER,3054321,0,3054321,2025-10-25,2025-11-26,2026-09-05,COMPLETED,100,true,Municipal Corporation,Location 1856,28.536438,77.377997,false,true,
ESK-2857,DIST_104,204,Work 1858: OTHER Project at Location 1857,Synthetic work description for demo data import,OTHER,2166635,2166635,2166635,2022-11-09,2022-11-28,2024-10-11,COMPLETED,100,true,Rural Development Agency (DRDA),Location 1857,28.614643,77.291463,true,false,MOBILISATION_ADVANCE:2022-12-29:324995|RUNNING_BILL:2023-04-13:758322|RUNNING_BILL:2023-05-29:758322|FINAL_BILL:2023-08-12:216664|RETENTION_RELEASE:2024-02-08:108332
ESK-2858,DIST_104,202,Work 1859: DRINKING_WATER Project at Location 1858,Synthetic work description for demo data import,DRINKING_WATER,1446559,216984,1446559,2026-04-15,2026-06-04,2026-09-05,COMPLETED,100,false,Municipal Corporation,Location 1858,28.691318,77.303604,false,false,MOBILISATION_ADVANCE:2026-06-22:216984
ESK-2859,DIST_103,204,Work 1860: DRINKING_WATER Project at Location 1859,Synthetic work description for demo data import,DRINKING_WATER,1715852,1058108,1715852,2026-01-17,2026-01-27,2026-09-05,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 1859,28.653857,77.174092,true,false,MOBILISATION_ADVANCE:2026-02-23:257378|RUNNING_BILL:2026-05-21:400365|RUNNING_BILL:2026-08-14:400365
ESK-2860,DIST_103,203,Work 1861: OTHER Project at Location 1860,Synthetic work description for demo data import,OTHER,1335273,1335274,1335273,2023-09-13,2023-11-01,2024-09-05,COMPLETED,100,true,Municipal Corporation,Location 1860,28.553012,77.244198,false,false,MOBILISATION_ADVANCE:2023-11-11:200291|RUNNING_BILL:2024-02-25:311564|RUNNING_BILL:2024-04-28:311564|RUNNING_BILL:2024-06-15:311564|FINAL_BILL:2024-08-29:133527|RETENTION_RELEASE:2025-02-25:66764
ESK-2861,DIST_104,201,Work 1862: HEALTH Project at Location 1861,Synthetic work description for demo data import,HEALTH,2330202,2330200,2330202,2024-08-15,2024-09-18,2026-02-09,COMPLETED,100,true,Municipal Corporation,Location 1861,28.711236,77.280587,false,false,MOBILISATION_ADVANCE:2024-10-25:349530|RUNNING_BILL:2025-02-05:407785|RUNNING_BILL:2025-04-10:407785|RUNNING_BILL:2025-07-03:407785|RUNNING_BILL:2025-09-15:407785|FINAL_BILL:2025-11-29:233020|RETENTION_RELEASE:2026-05-28:116510
ESK-2862,DIST_103,203,Work 1863: HEALTH Project at Location 1862,Synthetic work description for demo data import,HEALTH,891943,891942,891943,2023-02-28,2023-03-31,2024-04-22,COMPLETED,100,true,Irrigation & Flood Control Dept,Location 1862,28.631465,77.270057,true,false,MOBILISATION_ADVANCE:2023-05-04:133791|RUNNING_BILL:2023-08-23:312180|RUNNING_BILL:2023-11-20:312180|FINAL_BILL:2024-02-03:89194|RETENTION_RELEASE:2024-08-01:44597
ESK-2863,DIST_101,202,Work 1864: OTHER Project at Location 1863,Synthetic work description for demo data import,OTHER,997078,997080,997078,2024-11-10,2024-11-19,2026-08-17,COMPLETED,100,true,Rural Development Agency (DRDA),Location 1863,28.707975,77.360447,false,false,MOBILISATION_ADVANCE:2024-12-30:149562|RUNNING_BILL:2025-03-21:174489|RUNNING_BILL:2025-05-27:174489|RUNNING_BILL:2025-08-01:174489|RUNNING_BILL:2025-09-21:174489|FINAL_BILL:2025-12-05:99708|RETENTION_RELEASE:2026-06-03:49854
ESK-2864,DIST_103,203,Work 1865: HEALTH Project at Location 1864,Synthetic work description for demo data import,HEALTH,2308772,0,2308772,2026-04-23,2026-06-03,2026-09-05,COMPLETED,100,true,Rural Development Agency (DRDA),Location 1864,28.724744,77.380532,true,false,
ESK-2865,DIST_104,201,Work 1866: SANITATION Project at Location 1865,Synthetic work description for demo data import,SANITATION,4947739,1815821,0,2025-03-29,2025-05-02,,ON_HOLD,31,false,Irrigation & Flood Control Dept,Location 1865,28.685276,77.258787,false,false,MOBILISATION_ADVANCE:2025-06-10:742161|RUNNING_BILL:2025-09-24:536830|RUNNING_BILL:2025-11-16:536830
ESK-2866,DIST_103,202,Work 1867: DRINKING_WATER Project at Location 1866,Synthetic work description for demo data import,DRINKING_WATER,4944348,903167,3715298,2026-03-09,2026-04-05,,IN_PROGRESS,14,false,Municipal Corporation,Location 1866,28.707536,77.271773,false,false,MOBILISATION_ADVANCE:2026-05-20:741652|RUNNING_BILL:2026-08-14:161515
ESK-2867,DIST_104,202,Work 1868: OTHER Project at Location 1867,Synthetic work description for demo data import,OTHER,1827886,0,0,2025-01-10,2025-02-26,,ON_HOLD,19,false,Municipal Corporation,Location 1867,28.561541,77.224099,false,false,
ESK-2868,DIST_104,202,Work 1869: OTHER Project at Location 1868,Synthetic work description for demo data import,OTHER,536247,455809,536247,2025-12-04,2026-01-03,2026-07-08,COMPLETED,100,true,Rural Development Agency (DRDA),Location 1868,28.529884,77.240124,false,false,MOBILISATION_ADVANCE:2026-02-02:80437|RUNNING_BILL:2026-05-24:187686|RUNNING_BILL:2026-07-20:187686
ESK-2869,DIST_104,202,Work 1870: DRINKING_WATER Project at Location 1869,Synthetic work description for demo data import,DRINKING_WATER,2491528,373729,0,2023-03-25,2023-05-09,,NOT_STARTED,0,false,Public Works Department (PWD),Location 1869,28.524457,77.205155,false,false,MOBILISATION_ADVANCE:2023-05-19:373729
ESK-2870,DIST_104,204,Work 1871: HEALTH Project at Location 1870,Synthetic work description for demo data import,HEALTH,2097014,314552,2097014,2022-12-18,2023-01-02,2023-12-20,COMPLETED,100,false,Rural Development Agency (DRDA),Location 1870,28.628014,77.178760,false,false,MOBILISATION_ADVANCE:2023-01-20:314552
ESK-2871,DIST_104,203,Work 1872: SANITATION Project at Location 1871,Synthetic work description for demo data import,SANITATION,2320581,380575,565700,2024-09-19,2024-11-08,,IN_PROGRESS,2,false,Public Works Department (PWD),Location 1871,28.660239,77.313100,false,false,MOBILISATION_ADVANCE:2024-11-24:348087|RUNNING_BILL:2025-03-13:16244|RUNNING_BILL:2025-05-27:16244
ESK-2872,DIST_103,204,Work 1873: ROADS_BRIDGES Project at Location 1872,Synthetic work description for demo data import,ROADS_BRIDGES,105507,15826,0,2025-04-07,2025-04-24,,NOT_STARTED,0,false,Irrigation & Flood Control Dept,Location 1872,28.545905,77.191575,true,false,MOBILISATION_ADVANCE:2025-05-09:15826|RUNNING_BILL:2025-08-29:0|RUNNING_BILL:2025-11-11:0|RUNNING_BILL:2026-01-16:0
ESK-2873,DIST_101,204,Work 1874: OTHER Project at Location 1873,Synthetic work description for demo data import,OTHER,2478983,0,0,2026-07-06,,,NOT_STARTED,0,false,Public Works Department (PWD),Location 1873,28.678947,77.191475,true,false,
ESK-2874,DIST_104,204,Work 1875: EDUCATION Project at Location 1874,Synthetic work description for demo data import,EDUCATION,2223081,2223080,2223081,2023-10-20,2023-11-19,2025-01-25,COMPLETED,100,true,Public Works Department (PWD),Location 1874,28.748920,77.356479,false,false,MOBILISATION_ADVANCE:2023-12-01:333462|RUNNING_BILL:2024-03-27:389039|RUNNING_BILL:2024-05-22:389039|RUNNING_BILL:2024-07-23:389039|RUNNING_BILL:2024-09-22:389039|FINAL_BILL:2024-12-06:222308|RETENTION_RELEASE:2025-06-04:111154
ESK-2875,DIST_102,202,Work 1876: HEALTH Project at Location 1875,Synthetic work description for demo data import,HEALTH,2710586,406588,2710586,2026-05-13,2026-06-06,2026-09-05,COMPLETED,100,false,Irrigation & Flood Control Dept,Location 1875,28.510812,77.241289,false,false,MOBILISATION_ADVANCE:2026-07-14:406588
ESK-2876,DIST_102,204,Work 1877: OTHER Project at Location 1876,Synthetic work description for demo data import,OTHER,1431967,1431966,1431967,2022-12-01,2022-12-09,2023-06-06,COMPLETED,100,true,Rural Development Agency (DRDA),Location 1876,28.508207,77.160617,false,false,MOBILISATION_ADVANCE:2023-01-23:214795|RUNNING_BILL:2023-05-01:501188|RUNNING_BILL:2023-07-23:501188|FINAL_BILL:2023-10-06:143197|RETENTION_RELEASE:2024-04-03:71598
ESK-2877,DIST_101,204,Work 1878: OTHER Project at Location 1877,Synthetic work description for demo data import,OTHER,2011144,2011143,2011144,2022-08-31,2022-10-06,2023-07-17,COMPLETED,100,false,Irrigation & Flood Control Dept,Location 1877,28.507768,77.261835,true,false,MOBILISATION_ADVANCE:2022-11-02:301672|RUNNING_BILL:2023-01-30:351950|RUNNING_BILL:2023-03-23:351950|RUNNING_BILL:2023-06-17:351950|RUNNING_BILL:2023-09-15:351950|FINAL_BILL:2023-11-29:201114|RETENTION_RELEASE:2024-05-27:100557
ESK-2878,DIST_104,203,Work 1879: EDUCATION Project at Location 1878,Synthetic work description for demo data import,EDUCATION,851833,851833,851833,2023-12-16,2023-12-28,2025-11-02,COMPLETED,100,false,Rural Development Agency (DRDA),Location 1878,28.606083,77.373057,false,true,MOBILISATION_ADVANCE:2024-01-28:127775|RUNNING_BILL:2024-04-29:198761|RUNNING_BILL:2024-07-28:198761|RUNNING_BILL:2024-09-16:198761|FINAL_BILL:2024-11-30:85183|RETENTION_RELEASE:2025-05-29:42592
ESK-2879,DIST_102,204,Work 1880: DRINKING_WATER Project at Location 1879,Synthetic work description for demo data import,DRINKING_WATER,225379,111111,66224,2022-11-02,2022-11-30,,IN_PROGRESS,49,false,Rural Development Agency (DRDA),Location 1879,28.625955,77.174232,true,false,MOBILISATION_ADVANCE:2023-01-06:33807|RUNNING_BILL:2023-04-01:38652|RUNNING_BILL:2023-06-30:38652
ESK-2880,DIST_104,201,Work 1881: DRINKING_WATER Project at Location 1880,Synthetic work description for demo data import,DRINKING_WATER,685169,685168,685169,2023-06-29,2023-07-07,2025-01-25,COMPLETED,100,true,Rural Development Agency (DRDA),Location 1880,28.608535,77.320153,false,false,MOBILISATION_ADVANCE:2023-07-20:102775|RUNNING_BILL:2023-11-12:239809|RUNNING_BILL:2024-02-07:239809|FINAL_BILL:2024-04-22:68517|RETENTION_RELEASE:2024-10-19:34258
ESK-2881,DIST_104,203,Work 1882: HEALTH Project at Location 1881,Synthetic work description for demo data import,HEALTH,3044606,3044606,3044606,2023-03-06,2023-04-19,2023-12-28,COMPLETED,100,true,Municipal Corporation,Location 1881,28.665141,77.180976,false,false,MOBILISATION_ADVANCE:2023-05-08:456691|RUNNING_BILL:2023-09-12:1065612|RUNNING_BILL:2023-11-19:1065612|FINAL_BILL:2024-02-02:304461|RETENTION_RELEASE:2024-07-31:152230
ESK-2882,DIST_101,201,Work 1883: ROADS_BRIDGES Project at Location 1882,Synthetic work description for demo data import,ROADS_BRIDGES,1888441,1049973,1391387,2024-11-09,2024-12-24,,IN_PROGRESS,58,false,Rural Development Agency (DRDA),Location 1882,28.601354,77.188901,false,false,MOBILISATION_ADVANCE:2025-01-20:283266|RUNNING_BILL:2025-05-07:255569|RUNNING_BILL:2025-08-04:255569|RUNNING_BILL:2025-09-30:255569
ESK-2883,DIST_103,202,Work 1884: ROADS_BRIDGES Project at Location 1883,Synthetic work description for demo data import,ROADS_BRIDGES,289708,65764,284520,2025-08-27,2025-09-16,,IN_PROGRESS,11,false,Irrigation & Flood Control Dept,Location 1883,28.502159,77.224053,true,false,MOBILISATION_ADVANCE:2025-10-25:43456|RUNNING_BILL:2026-02-11:7436|RUNNING_BILL:2026-05-09:7436|RUNNING_BILL:2026-07-03:7436
ESK-2884,DIST_103,201,Work 1885: ROADS_BRIDGES Project at Location 1884,Synthetic work description for demo data import,ROADS_BRIDGES,4575830,3184779,203758,2023-01-08,2023-01-20,,IN_PROGRESS,78,false,Municipal Corporation,Location 1884,28.590659,77.344438,false,true,MOBILISATION_ADVANCE:2023-02-14:686375|RUNNING_BILL:2023-05-07:1249202|RUNNING_BILL:2023-07-02:1249202
ESK-2885,DIST_101,204,Work 1886: ROADS_BRIDGES Project at Location 1885,Synthetic work description for demo data import,ROADS_BRIDGES,2166912,0,0,2023-12-07,2024-01-15,,NOT_STARTED,0,false,Public Works Department (PWD),Location 1885,28.729415,77.244195,true,false,
ESK-2886,DIST_104,201,Work 1887: DRINKING_WATER Project at Location 1886,Synthetic work description for demo data import,DRINKING_WATER,1126529,168979,1126529,2023-04-19,2023-06-05,2025-03-10,COMPLETED,100,false,Public Works Department (PWD),Location 1886,28.569956,77.168531,false,false,MOBILISATION_ADVANCE:2023-06-17:168979
ESK-2887,DIST_103,204,Work 1888: SANITATION Project at Location 1887,Synthetic work description for demo data import,SANITATION,4484303,0,0,2024-12-26,2025-01-28,,NOT_STARTED,0,false,Municipal Corporation,Location 1887,28.710891,77.270240,false,true,
ESK-2888,DIST_101,204,Work 1889: EDUCATION Project at Location 1888,Synthetic work description for demo data import,EDUCATION,2059303,308895,2059303,2024-07-19,2024-08-10,2026-02-23,COMPLETED,100,true,Municipal Corporation,Location 1888,28.532962,77.378814,false,true,MOBILISATION_ADVANCE:2024-08-25:308895
